Base,SingleMineral,hotkey00,hotkey01,hotkey02,hotkey10,hotkey11,hotkey12,hotkey20,hotkey21,hotkey22,hotkey30,hotkey31,hotkey32,hotkey40,hotkey41,hotkey42,hotkey50,hotkey51,hotkey52,hotkey60,hotkey61,hotkey62,hotkey70,hotkey71,hotkey72,hotkey80,hotkey81,hotkey82,hotkey90,hotkey91,hotkey92,race,battleneturl
0,1,1,0,0,0,0,0,1,0,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/213221/1/MorroW/
0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/213221/1/MorroW/
0,0,0,0,0,0,0,0,1,0,17,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
0,2,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
0,2,0,0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
0,1,0,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/2222468/1/dTefel/
0,1,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/239335/1/NightEnD/
1,0,0,0,0,1,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/1430346/1/ShoWTimE/
2,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
1,0,0,0,0,1,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/1430346/1/ShoWTimE/
2,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
1,0,0,0,0,1,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/1430346/1/ShoWTimE/
4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/219517/1/TargA/
0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/219517/1/TargA/
4,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/219517/1/TargA/
5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,0,0,0,1,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,0,0,0,1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
0,0,1,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
1,0,0,0,0,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
2,0,0,0,0,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
2,0,0,0,0,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
0,0,0,0,0,1,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/884897/1/LiquidSnute/
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
0,0,1,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/250458/1/VortiX/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
0,0,1,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/2896854/1/MǂForGG/
0,0,1,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3010872/1/FnticHarstem/
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
0,0,0,0,0,2,0,9,4,0,19,4,0,1,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
1,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
0,0,0,0,0,1,0,8,3,0,13,3,0,0,1,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
3,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
5,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,1,0,9,4,0,11,4,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
3,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,1,0,7,5,0,11,5,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3368730/1/ToD/
0,0,0,0,0,1,0,1,1,0,5,1,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
1,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3401218/1/Welmu/
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
0,0,0,0,0,1,0,9,6,0,11,6,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
0,0,0,0,0,1,0,9,5,0,13,5,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/4064798/1/yoda/
2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/2452136/1/MinChul/
2,0,0,0,0,1,0,14,2,0,13,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
2,0,0,0,0,1,0,22,1,0,17,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
2,0,0,0,0,1,0,23,1,0,18,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
0,0,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,1,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
2,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
0,0,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
0,0,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,1,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/950504/1/Grubby/
3,2,0,0,0,1,0,28,1,0,15,1,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
2,0,0,0,0,1,0,27,1,0,16,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
3,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
3,0,0,0,0,1,0,22,1,0,17,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
2,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/4234852/1/First/
0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
2,1,0,0,0,1,0,22,1,0,12,1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,1,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
3,1,0,0,0,1,0,23,1,0,12,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
3,1,0,0,0,1,0,30,1,0,20,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/377576/1/LiquidMaNa/
0,0,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,1,0,0,Zerg,http://eu.battle.net/sc2/en/profile/3538115/1/Golden/
3,0,0,0,0,1,0,14,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
3,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
0,1,0,0,0,1,0,11,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
2,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
2,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,0,0,0,0,1,0,22,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
4,1,0,0,0,1,0,30,1,0,31,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
2,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,1,0,0,0,1,0,27,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
0,0,0,0,0,1,0,27,4,0,29,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
0,0,0,0,0,1,0,33,2,0,34,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
0,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
0,1,0,0,0,1,0,34,2,0,34,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
0,1,0,0,0,1,0,14,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
0,0,0,0,0,1,0,25,1,0,16,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
2,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,1,0,28,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
2,0,0,0,0,0,0,0,2,0,3,2,0,1,1,0,0,0,0,0,1,0,22,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
3,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
0,0,0,0,0,1,0,18,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
0,1,0,0,0,1,0,15,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/251061/1/LiveZerg/
3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
3,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,18,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
2,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,21,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
3,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
2,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,22,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
2,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
2,0,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0,1,0,24,1,0,0,1,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3973341/1/yoeFWSan/
2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://eu.battle.net/sc2/en/profile/3074362/1/Stardust/
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/284466/1/EGDeMusliM/
0,1,0,0,0,1,0,26,1,0,29,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
0,0,0,0,0,1,0,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://eu.battle.net/sc2/en/profile/284466/1/EGDeMusliM/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
0,0,0,0,0,1,0,0,0,0,0,1,0,21,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://eu.battle.net/sc2/en/profile/788178/1/Nerchio/
